ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
172843265,12/21/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,68,0,18-24,F,WHITE HISPANIC,977947.0,172030.0,40.63886517100008,-74.02271208799993
172843266,12/21/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,68,0,25-44,M,WHITE HISPANIC,978360.0,164603.0,40.61847990100006,-74.02121750499998
172843267,12/21/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,K,75,0,18-24,M,BLACK,1017119.0,183909.0,40.67141166300007,-73.88151172399995
172843268,12/21/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,61,0,45-64,M,WHITE,994694.0,160490.0,40.60718636700005,-73.96238801099996
172846280,12/21/2017,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,67,0,25-44,M,BLACK,997897.0,175677.0,40.64886713300007,-73.95082189999994
172846288,12/21/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,K,67,0,25-44,M,BLACK,997897.0,175677.0,40.64886713300007,-73.95082189999994
172846296,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,34,0,25-44,F,WHITE HISPANIC,1006420.0,253170.0,40.86154830200008,-73.91985216899997
172848377,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,28,0,45-64,M,BLACK,998031.0,234924.0,40.811485395000034,-73.95021767299994
172848389,12/21/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,105,0,45-64,F,BLACK,1057767.0,203993.0,40.726293088000034,-73.73476084899994
172851416,12/21/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553004,F,S,120,0,18-24,M,BLACK,961130.0,168211.0,40.62835489300004,-74.08329313099993
172853545,12/21/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,44,0,18-24,F,WHITE HISPANIC,1005142.0,246043.0,40.84198992200004,-73.92449461799998
172853557,12/21/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,77,0,45-64,M,BLACK,1005300.0,182814.0,40.668442123000034,-73.92412152399999
172875872,12/21/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,113,0,18-24,M,BLACK,1041681.0,185056.0,40.67443465000007,-73.79295846099996
172870660,12/21/2017,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,K,75,0,18-24,F,BLACK,1017141.0,183798.0,40.67110691100004,-73.88143295699997
172870220,12/21/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,76,0,25-44,M,BLACK,983272.0,186957.0,40.679838697000044,-74.00352748899996
172849784,12/21/2017,760,"BRIBERY,PUBLIC ADMINISTRATION",126,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,68,0,45-64,M,WHITE HISPANIC,982779.0,168528.0,40.62925504300006,-74.00530090999997
172848387,12/21/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,Q,104,1,25-44,M,WHITE,1008918.0,194147.0,40.69953927100005,-73.91103806999998
172848386,12/21/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,109,0,45-64,F,WHITE,1032084.0,216954.0,40.762043893000055,-73.82732958099997
172848385,12/21/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,Q,113,0,45-64,M,BLACK,1047012.0,186490.0,40.67833445500003,-73.77372654099996
172846292,12/21/2017,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235,DANGEROUS DRUGS,PL 2205002,M,K,73,0,25-44,F,BLACK,1006976.0,184974.0,40.67436669500006,-73.91807268799994
172843280,12/21/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,Q,110,1,25-44,M,BLACK HISPANIC,1018154.0,207719.0,40.736760557000025,-73.87766077599997
172843271,12/21/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,13,1,45-64,M,BLACK,988662.0,210091.0,40.74333498900006,-73.98407942899996
172843269,12/21/2017,494,"STOLEN PROPERTY 2,1,POSSESSION,UNCLASSIFIED",111,POSSESSION OF STOLEN PROPERTY,PL 1654502,F,K,72,0,45-64,M,WHITE HISPANIC,984058.0,178998.0,40.65799306600008,-74.00069344599996
172833035,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,VEHICLE AND TRAFFIC LAWS,VTL05110A4,M,B,43,2,25-44,M,BLACK,1026268.0,237961.0,40.819731930000046,-73.84819280399995
172833043,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,30,0,18-24,M,WHITE HISPANIC,999262.0,241756.0,40.83023530100007,-73.94575541099994
172841927,12/21/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,S,122,0,25-44,M,WHITE,954801.0,148466.0,40.57414012800007,-74.10600776499997
172833052,12/21/2017,209,"BURGLARS TOOLS,UNCLASSIFIED",231,BURGLAR'S TOOLS,PL 1403500,M,M,34,0,18-24,M,WHITE HISPANIC,1007647.0,256736.0,40.87133271900007,-73.91540385399996
172833055,12/21/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,1,0,18-24,M,BLACK,981309.0,197980.0,40.710093847000046,-74.01060962999998
172836957,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,94,0,45-64,M,BLACK,996041.0,202428.0,40.722295176000046,-73.95746353599996
172836959,12/21/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,76,2,45-64,F,BLACK,981842.0,185679.0,40.676330602000064,-74.00868270099994
172836960,12/21/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,66,0,25-44,M,BLACK HISPANIC,990384.0,171718.0,40.63800891700004,-73.97790001199996
172836966,12/21/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,M,1,0,18-24,M,BLACK,981349.0,198508.0,40.71154309400004,-74.01046557799998
172836976,12/21/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,M,13,1,45-64,M,WHITE HISPANIC,988662.0,210091.0,40.74333498900006,-73.98407942899996
172836980,12/21/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,Q,114,0,25-44,F,WHITE,1007564.0,223371.0,40.779755539000064,-73.91581989099996
172837721,12/21/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,Q,108,0,25-44,M,WHITE HISPANIC,1006204.0,209722.0,40.742296028000055,-73.92077511099995
172838761,12/21/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,79,2,<18,M,BLACK,1001215.0,193881.0,40.69882728300007,-73.938819047
172841913,12/21/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,44,0,45-64,M,WHITE HISPANIC,1006537.0,244511.0,40.83778161800007,-73.91945797099999
172848388,12/21/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,111,0,18-24,M,WHITE HISPANIC,1044155.0,217994.0,40.76482486900005,-73.78374640199996
172849795,12/21/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,M,9,0,25-44,F,WHITE HISPANIC,986667.0,205561.0,40.73090202700007,-73.99128060899994
172870028,12/21/2017,759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 1950500,M,Q,110,0,<18,M,WHITE HISPANIC,1023363.0,207431.0,40.735948568000026,-73.85886609899995
172849799,12/21/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,Q,113,0,45-64,M,BLACK,1052041.0,192672.0,40.695265482000025,-73.75553345299994
172870024,12/21/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,M,7,0,25-44,M,WHITE HISPANIC,988702.0,200012.0,40.71567057300007,-73.98394174399994
172867270,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,110,0,25-44,M,WHITE HISPANIC,1020625.0,211813.0,40.747987739000045,-73.86872218599996
172867265,12/21/2017,809,TAX LAW,364,OTHER STATE LAWS (NON PENAL LA,TAX18140B2,M,M,6,0,<18,M,ASIAN / PACIFIC ISLANDER,983944.0,208570.0,40.739161316000036,-74.00110567199994
172866066,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,113,0,45-64,M,BLACK,1045482.0,191341.0,40.69166001700007,-73.77919852099996
172864496,12/21/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,Q,106,0,25-44,M,BLACK,1031898.0,186190.0,40.677605279000026,-73.82821877999999
172864493,12/21/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,M,18,0,18-24,M,BLACK HISPANIC,986889.0,219459.0,40.76904847400005,-73.99047415399998
172864476,12/21/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,68,0,25-44,M,WHITE,984133.0,167097.0,40.62532736900005,-74.00042292499995
172864468,12/21/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,42,2,18-24,M,BLACK,1015121.0,242644.0,40.83263141200007,-73.88844468499997
172864465,12/21/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,B,44,0,18-24,M,BLACK,1005151.0,240420.0,40.826556390000064,-73.92447961099998
172860285,12/21/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601502,F,Q,114,0,18-24,M,BLACK,1007694.0,219657.0,40.76956124200007,-73.91536344699995
172860282,12/21/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,M,24,0,45-64,M,WHITE HISPANIC,992917.0,229838.0,40.79753221800007,-73.96869852999998
172860279,12/21/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,M,17,0,45-64,M,BLACK,992254.0,214997.0,40.75679820100004,-73.97111078699999
172860258,12/21/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,52,0,18-24,M,BLACK,1009690.0,257590.0,40.87367103500002,-73.90801364899994
172858118,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,105,0,25-44,F,BLACK,1058218.0,197174.0,40.70757289100004,-73.73320863299993
172858104,12/21/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,K,78,0,25-44,M,WHITE HISPANIC,991360.0,187427.0,40.68112594000007,-73.97436682299997
172858098,12/21/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,81,0,<18,F,BLACK,1006482.0,189763.0,40.687512664000046,-73.91983779199995
172858089,12/21/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,45,0,25-44,F,WHITE HISPANIC,1033597.0,255731.0,40.86846737800005,-73.82158284599996
172855868,12/21/2017,462,UNAUTHORIZED USE VEHICLE 3,353,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),PL 1650501,M,K,90,0,25-44,F,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998
172855866,12/21/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,84,0,25-44,F,WHITE,988175.0,190975.0,40.69086637500004,-73.98584805699994
172853575,12/21/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,Q,102,0,45-64,M,WHITE HISPANIC,1023509.0,188501.0,40.68398962100008,-73.85844964999995
172853555,12/21/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,90,2,25-44,F,BLACK,1000565.0,196256.0,40.70534732300007,-73.94115744599996
172870191,12/21/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,52,0,18-24,M,BLACK HISPANIC,1009690.0,257590.0,40.87367103500002,-73.90801364899994
172864499,12/21/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,102,0,25-44,F,BLACK,1031076.0,193779.0,40.69843969400005,-73.83112953899997
172870001,12/21/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211500,M,B,52,0,18-24,M,BLACK HISPANIC,1019388.0,259017.0,40.877554428000046,-73.87293947099994
172841920,12/21/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,25,0,18-24,F,BLACK,1002105.0,235064.0,40.811862362000056,-73.93550000499994
172867250,12/21/2017,568,"MARIJUANA, POSSESSION 1, 2 & 3",117,DANGEROUS DRUGS,PL 2212500,F,B,46,0,45-64,M,BLACK,1011264.0,251672.0,40.857423250000075,-73.90234612399996
172867263,12/21/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,9,2,25-44,M,WHITE HISPANIC,990200.0,202463.0,40.72239709900003,-73.97853584199999
172868564,12/21/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,67,0,25-44,M,BLACK,1003447.0,173198.0,40.64205252200002,-73.93082848699999
172868572,12/21/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,<18,F,BLACK,987111.0,212422.0,40.749733638000066,-73.98967568499995
172869996,12/21/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,52,0,25-44,M,WHITE HISPANIC,1017440.0,256046.0,40.86940749200004,-73.87999831299999
172870006,12/21/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650203,F,B,47,0,45-64,M,BLACK,1023914.0,257054.0,40.87214742400005,-73.85658471999993
172870670,12/21/2017,112,MENACING 1ST DEGREE (VICT NOT PEACE OFFICER),126,MISCELLANEOUS PENAL LAW,PL 1201300,F,M,32,0,25-44,M,BLACK,1000404.0,235537.0,40.81316388900007,-73.94164375199995
172872371,12/21/2017,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,Q,114,97,25-44,F,WHITE HISPANIC,1007654.0,219564.0,40.76930608700008,-73.91550817999997
172875603,12/21/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,K,77,0,18-24,M,BLACK,1005415.0,182443.0,40.66742353700005,-73.92370814199995
172870664,12/21/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,K,63,0,25-44,M,BLACK,1005150.0,167358.0,40.62601911000007,-73.92471012099996
172870020,12/21/2017,49,"US CODE,UNCLASSIFIED",995,F.C.A. P.I.N.O.S.,FOA9000049,,M,6,0,25-44,M,BLACK,984488.0,204891.0,40.72906336700004,-73.999142738
172840485,12/21/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,71,0,18-24,M,BLACK,998825.0,179850.0,40.66031962700004,-73.94746865899998
172868584,12/21/2017,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,104,0,25-44,F,WHITE HISPANIC,1013764.0,195875.0,40.70426739000004,-73.89355375999997
172868577,12/21/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,M,19,0,<18,F,BLACK,993570.0,216847.0,40.76187469000007,-73.96635808399996
172867257,12/21/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1600500,F,K,79,0,25-44,M,BLACK,997290.0,186557.0,40.67873123800007,-73.95298829699995
172866061,12/21/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,13,1,25-44,M,BLACK,986553.0,207131.0,40.735211323000044,-73.99169139799993
172866040,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,42,0,45-64,M,BLACK,1012860.0,244801.0,40.83855936400005,-73.89660592299998
172866034,12/21/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,B,40,2,45-64,F,BLACK,1008312.0,238086.0,40.820142178000026,-73.91306630599996
172831552,12/21/2017,696,PROMOTING A SEXUAL PERFORMANCE BY A CHILD,126,MISCELLANEOUS PENAL LAW,PL 2631500,F,Q,100,0,45-64,M,BLACK,1035212.0,152992.0,40.58646552900007,-73.81652172299994
172837419,12/21/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,105,0,18-24,F,BLACK,1060126.0,178704.0,40.65686102700005,-73.72653474399993
172836974,12/21/2017,209,"BURGLARS TOOLS,UNCLASSIFIED",231,BURGLAR'S TOOLS,PL 1403500,M,M,34,0,18-24,M,BLACK HISPANIC,1007647.0,256736.0,40.87133271900007,-73.91540385399996
172833060,12/21/2017,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 1202500,F,Q,105,0,45-64,M,BLACK,1058515.0,189697.0,40.68704787000007,-73.73221983999997
172833057,12/21/2017,744,BAIL JUMPING 3,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2155500,M,Q,101,0,25-44,M,BLACK,1047410.0,156429.0,40.595820856000046,-73.77257302099997
172836951,12/21/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,B,40,0,25-44,F,WHITE,1004119.0,236771.0,40.816543300000035,-73.92821935099995
172833032,12/21/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,42,2,45-64,M,BLACK,1015157.0,243351.0,40.834571796000034,-73.88831133599997
172831530,12/21/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,69,1,18-24,M,BLACK,1011359.0,174331.0,40.645141680000044,-73.90231447799994
172864466,12/21/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,40,0,25-44,M,WHITE HISPANIC,1008501.0,237822.0,40.81941705700007,-73.91238440999997
172831547,12/21/2017,209,"BURGLARS TOOLS,UNCLASSIFIED",231,BURGLAR'S TOOLS,PL 1403500,M,Q,115,0,18-24,M,WHITE HISPANIC,1014511.0,217819.0,40.76449570500005,-73.89076087299998
172831135,12/21/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,Q,114,0,45-64,M,BLACK,999585.0,214041.0,40.75416455100003,-73.94465152299993
172831126,12/21/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,BLACK,990503.0,215519.0,40.758232371000084,-73.97743058499998
172831122,12/21/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,BLACK,990503.0,215519.0,40.758232371000084,-73.97743058499998
172860270,12/21/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,6,0,25-44,M,WHITE HISPANIC,986679.0,207067.0,40.73503562400003,-73.99123676799998
172864458,12/21/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,B,47,0,18-24,M,BLACK,1023684.0,264797.0,40.893400550000074,-73.85737076599996
172867247,12/21/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,40,1,18-24,M,BLACK,1007034.0,236608.0,40.81608887400005,-73.917688689
172866038,12/21/2017,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235,DANGEROUS DRUGS,PL 2205002,M,B,48,0,65+,M,WHITE HISPANIC,1013695.0,250702.0,40.85475311900007,-73.89356235299994
172864490,12/21/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,26,0,<18,M,WHITE HISPANIC,995026.0,231397.0,40.80180892800007,-73.961078876
172836970,12/21/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,M,18,1,25-44,M,BLACK,988451.0,217993.0,40.76502407900006,-73.98483594999993
172843277,12/21/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,Q,110,0,45-64,M,WHITE HISPANIC,1022373.0,210489.0,40.74434633200008,-73.86242107899994
172841912,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,50,0,25-44,M,WHITE HISPANIC,1011835.0,262043.0,40.885886689000074,-73.90023927099996
172840493,12/21/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,109,0,25-44,M,WHITE HISPANIC,1032084.0,216954.0,40.762043893000055,-73.82732958099997
172840492,12/21/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,103,0,25-44,M,ASIAN / PACIFIC ISLANDER,1038453.0,196999.0,40.70723571000008,-73.80449950899998
172840486,12/21/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402501,F,K,75,0,18-24,F,WHITE HISPANIC,1018504.0,185606.0,40.67606429200004,-73.87651030899997
172837412,12/21/2017,209,"BURGLARS TOOLS,UNCLASSIFIED",231,BURGLAR'S TOOLS,PL 1403500,M,M,20,0,25-44,F,BLACK,989163.0,220184.0,40.77103743900005,-73.98226404799993
172833038,12/21/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,72,0,25-44,M,WHITE HISPANIC,980275.0,174191.0,40.64479800400005,-74.01432523199998
172846300,12/21/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,100,0,25-44,F,BLACK,1040110.0,154206.0,40.58976819700007,-73.79887735899997
172831526,12/21/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,69,1,18-24,M,BLACK,1010785.0,174782.0,40.646381315000035,-73.90438110399998
172831127,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,32,0,45-64,M,BLACK,1001900.0,238191.0,40.82044551200005,-73.93623234699999
172831520,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,47,0,25-44,M,BLACK,1024017.0,265601.0,40.89560577800006,-73.85616154999997
172831537,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,32,0,65+,M,BLACK,1000326.0,239064.0,40.82284465500004,-73.941917086
172836975,12/21/2017,849,"NY STATE LAWS,UNCLASSIFIED VIOLATION",677,OTHER STATE LAWS,LOC000000V,V,M,17,1,18-24,M,WHITE HISPANIC,993063.0,216978.0,40.762234771000074,-73.96818808299997
172831061,12/21/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,44,0,18-24,M,WHITE HISPANIC,1005652.0,240532.0,40.82686259900004,-73.92266898399998
172846289,12/21/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,78,0,45-64,M,WHITE,987578.0,185225.0,40.675084176000034,-73.98800365399995
172846309,12/21/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,110,0,45-64,M,BLACK HISPANIC,1020237.0,210724.0,40.74500029700005,-73.87012832399995
172860288,12/21/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,102,0,25-44,M,WHITE,1031076.0,193779.0,40.69843969400005,-73.83112953899997
172853550,12/21/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,41,0,25-44,M,BLACK,1013070.0,238703.0,40.82182142700003,-73.89587318699995
172858088,12/21/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,48,0,25-44,M,BLACK,1012652.0,248358.0,40.848322954000025,-73.89734256299994
172855887,12/21/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,Q,104,1,25-44,M,BLACK,1010686.0,192838.0,40.69594126800007,-73.90466704699998
172855885,12/21/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,14,0,45-64,M,BLACK,986822.0,215621.0,40.75851417100006,-73.99071750399997
